experiment_type,model_name,preprocessing,accuracy,precision,recall,f1_score,roc_auc,dataset,notes,experiment_id,timestamp
sentence_transformers,SVC,aggressive,0.955313556139692,0.9496420636879783,0.96175,0.9556576822754937,0.9907214214088744,fake_news,Features: ['clean_text'],se_s_20250903_191402,2025-09-03T19:14:02.487421
